Date,Content,Attachments
2025-04-21 10:08:31.719000-04:00,"Hey just a reminder tonight we are hosting an incredible speaker event with the Pi Squared team! They are pioneering the future of how smart contracts are written and breaking down the language barriers required to get into smart contract development. The keynote speaker this evening Grigore Rosu is a long time visionary and professor of CS at UIUC. He was an **early employee of Ethereum** and taught many of the current founders in the space. This is an incredible opportunity not just to be an early user of their breakthrough tech but to network and learn from one of the industry's best. Pi Squared has also graciously agreed to cater** free pizza** for all attendees, we look forward to seeing everyone tonight!!",https://cdn.discordapp.com/attachments/892451425039310913/1363879076875735342/Pi2.jpg?ex=68fb885f&is=68fa36df&hm=7070f4dc7a210e59772a235c701b9e35d6c508245265dc3405071f675f5f66a1&
2025-04-24 14:32:10.771000-04:00,"Hey , apologies I forgot to send this earlier in the week. Between our research team being in New York and the event Monday night we won't holding a meeting today. Wishing everyone best of luck with wrapping up classes, we will have our final meeting of the semester next Thursday with many announcements about the future of the club. Thanks everyone!",
2025-05-01 09:06:37.674000-04:00,"Alright tonight is our final meeting of the semester. Due to an unfortunate scheduling conflict we will be starting at 8:00PM instead of the usual 7:00. Come out to Armory 101 to get your hands on some free company swag, see our last pitch, and learn about the future of this organization!",
2025-08-31 15:59:38.631000-04:00," Gmgm. Happy Labor Day weekend! We are hosting CALLOUTS this week and the week after: *- **9/2** and **9/9** Tuesday **6-7pm** ARMS 1021 - **9/4** and **9/11** Thursday **7-8pm** AR 101* We will be going over Boiler Blockchain's semester plan, projects, and other opportunities. Make sure to check our socials for updates throughout the week!",https://cdn.discordapp.com/attachments/892451425039310913/1411802636184715286/Boiler_Blockchain_Callout_Post.png?ex=68fbdaaa&is=68fa892a&hm=b24194a3e11619178093f2c91b88a48c91405684542cc1a49e7c3c0080a08ae4&
2025-09-02 12:29:55.863000-04:00," :Alert: **Callout TODAY!** :Alert: Tuesday, Sept 2 **6:00–7:00 PM** **ARMS 1021** Come meet the team and hear about: • Our semester plan & upcoming events • Project teams (Dev, Research, Marketing, Education) • How to get involved right away See you all tonight! :pepe_money:",
2025-09-04 12:29:04.856000-04:00," :Alert: **Callout TODAY!** :Alert: Thursday, Sept 4 ** 7:00–8:00 PM** **ARMORY 101** Pull up to hear about: • Project teams & how to join • Upcoming events + opportunities • Talk to current members about projects they have worked on :mario: PLUS: Mario Kart Tournament right after!!! :mario: Don’t miss it, see you there! :Pepe_pray:",
2025-09-11 15:36:17.565000-04:00," :Alert: Meeting TODAY! :Alert: Thursday, Sept 11 7:00–8:00 PM ARMORY 101 This meeting we will be discussing: • Wallet creation (Metamask and Phantom) • Flojo: new and upcoming energy drink ops • Solana ops • Interest Forms to start creating teams across dev and research pull up :c_cheesin:",
2025-09-12 17:29:37.668000-04:00," :Alert: REMINDER :Alert: What’s next: Team Formation starts next week! You’ll get the chance to join a team and collaborate on real projects this semester. :point: The Interest Form is due **Tuesday, Sept. 16.** Please fill out one of these forms to be placed on a team: - Research Team Interest Form: https://forms.gle/fKxMmaCkBagLwLou6 - Dev Team Interest Form: https://forms.gle/KhcpBKsfqrTttZyN7 The callout sides can be found below as well Thanks :animatedlogobearish:",https://cdn.discordapp.com/attachments/892451425039310913/1416173936558870628/2025_Boiler_Blockchain_Fall_Callout.pptx.pdf?ex=68fbefc1&is=68fa9e41&hm=2e160aec7909db966f2d956a6e6e28ffae9dee5e3e373facaadc1ee5d5a20bbc&
2025-09-15 16:35:12.247000-04:00, :Alert: **CLOSING SOON** :Alert: :point: The Interest Form is due --->**TOMORROW**<--- Please fill out one of these forms to be placed on a team: - Research Team Interest Form: https://forms.gle/fKxMmaCkBagLwLou6 - Dev Team Interest Form: https://forms.gle/KhcpBKsfqrTttZyN7 See you guys on Thursday!,
2025-09-18 11:58:11.222000-04:00, :Alert: **REMINDER** :Alert: Introduction to Blockchain tech course starts **NEXT WEEK!** **Mondays @ 6:00 - 6:50 PM** (Sept 22 – Nov 24) **WANG 2599** :i_starspurple: FREE Course + Certification! :i_starspurple: :point: Register now with code *Blockchain25* (to make it free) http://www.eventreg.purdue.edu/online/BlockchainIntro Make sure to sign up **ASAP!**,https://cdn.discordapp.com/attachments/892451425039310913/1418264854174629968/image.png?ex=68fba213&is=68fa5093&hm=1f0dd162a641b4fec40a22d9d846f2b5f0fb929664b3a029b7132c7dd0e20ddd&
2025-09-18 15:52:35.655000-04:00, :Alert: **MEETING TODAY** :Alert: ** 7:00–8:00 PM** **ARMORY 101** :big_flushed: Big updates + news in the crypto & blockchain industry (Global & U.S. ) :Pepe_hack: Internal and external project descriptions announced :lfg_intense: Team breakouts will be anounced tonight Interest form **reopening only for the duration of the meeting** (for those of you who forgot )... Don’t miss it! ,
2025-09-19 10:37:52.735000-04:00,":BoilerBlockchain: :BoilerBlockchain: :HODL: :HODL: CONGRATS , our development and research teams have been created! **__Attached below you will find your assigned team, project manager (L2) and project title.__** Now it’s time to kick things off. :HODL: :HODL: :BoilerBlockchain: :BoilerBlockchain: For this week: - Make sure you have selected the **__Developer or Research Team role__** in the #︱roles channel. This will unlock your project group chat - **__Introduce__** yourself in your team's group chat - Take a quick look at your project title and start familiarizing yourself with the** __key terms__** - Next meeting you will set one **__weekly meeting time__** with your group **__outside of the Thursday club meeting__** - Stay active in your group’s Discord chat for coordination and discussion - **__Turn on notifications__** ONLY for your project’s group chat - If any questions come up, **__ping your PM__** (as a last resort) **__Project descriptions will be released shortly__**, so for now the focus is just introductions, early discussions, and scheduling. ***BOILER BLOCKCHAIN FALL 2025 TEAMS & PROJECTS:*** https://docs.google.com/document/d/18IqIvS7VhP1Kpdm2ZiTxxXoXaLBWFKus8oN2nNfKrGw/edit?usp=sharing Grateful for every single one of you ",
2025-09-21 19:30:37.982000-04:00," :Alert: **ATTENTION** :Alert: We have our Introduction to Blockchain course starting **TOMORROW** and there is still time to sign up for the course! Deadline is **October 5th**, so if this sounds interesting to you, try it out! As a reminder, it had no effect on your GPA :cat_disagreeing:, gives you projects to build your skills in blockchain, and add to your resume or portfolio. :point: (http://www.eventreg.purdue.edu/online/BlockchainIntro) :alienpls: See you there! :alienpls:",
2025-09-25 15:21:52.346000-04:00, :Alert: **MEETING TODAY** :Alert: ** 7:00–8:00 PM** **ARMORY 101** - Teams have been formed and project descriptions will be announced - Breaking out in teams and project starting :warning: **MAKE SURE that you are here at this meeting if you are on a project or you will lose your spot** :warning: See yall soon! ,
2025-10-02 12:59:38.578000-04:00, ** MEETING TODAY! 7:00–8:00 PM ARMORY 101** - We will break out into teams immediately at 7pm - Devs will be in room 102 and research in room 101 See you there! ,
2025-10-09 11:55:32.180000-04:00," **MEETING TODAY!** ** 7:00–8:00 PM ARMORY 101** - We will be gauging interest for MBC 2025 (https://www.midwestblockchain.org/) - Just like last time, devs will be in room 102 and research in room 101 starting at 7pm... If you have a midterm, plz make sure to let your team know that you can’t make it! ",
2025-10-16 14:15:55.365000-04:00," **MEETING TODAY! 7:00–8:00 PM ARMORY 101** - Info on the Solana event coming up :SOL: - Again, devs will be in room 102 and research in room 101 starting at 7pm... See you there! ",
2025-10-23 15:12:43.797000-04:00," **MEETING TODAY! 7:00–8:00 PM ARMORY 101** - Solana event next Thursday :SOL: - Presentation on MBC, interest form - Team breakout See you there! ",
